italian,medieval
"Forse il mio racconto oscuro, simile a quello di Temi o della Sfinge, non ti convince molto, perché affatica il tuo intelletto come facevano loro","E forse che la mia narrazion buia, qual Temi e Sfinge, men ti persuade, perch’a lor modo lo ‘ntelletto attuia"
"Da quassù si vedono per tutti i pascoli dei lupi famelici nelle vesti di pastori: o vendetta divina, perché tardi ad arrivare","In vesta di pastor lupi rapaci si veggion di qua sù per tutti i paschi: o difesa di Dio, perché pur giaci"
Abbiamo pazientato troppo,Troppo avem sofferto
"Qui, con gesti e parole eleganti, ingannò Isifile, la giovinetta che per prima aveva ingannato tutte le altre","Ivi con segni e con parole ornate Isifile ingannò, la giovinetta che prima avea tutte l’altre ingannate"
"Io temo che cambierò il mio volto e i miei capelli, prima che il mio idolo, scolpito in vivo lauro, mi mostri i suoi occhi colmi di vera pietà: giacché, se non sbaglio il conto, oggi, sono già sette anni, da quando io vado sospirando di contrada in contrada, giorno e notte, con il caldo come con la neve.","I' temo di cangiar pria volto e chiome, che con vera pietà mi mostri gli occhi l'idolo mio scolpito in vivo lauro: ché s'al contar non erro, oggi à sett' anni che sospirando vo di riva in riva la notte e 'l giorno, al caldo ed a la neve."
"Beatrice si comportò come Daniele quando placò l'ira di Nabucodonosor, che era diventato ingiustamente crudele","Fé sì Beatrice qual fé Daniello, Nabuccodonosor levando d’ira, che l’avea fatto ingiustamente fello"
"e non temere, qualunque offesa mi sia rivolta, perché so cosa devo fare in quanto già un'altra volta partecipai a una tale contesa","e per nulla offension che mi sia fatta, non temer tu, ch’i’ ho le cose conte, perch’altra volta fui a tal baratta"
Fa' che le tue parole siano misurate,Le parole tue sien conte
"Egli disse, mentre intanto camminavamo veloci:","Diss’elli, e parte andavam forte:"
"Che cos'hai, Bocca","Che hai tu, Bocca"
"La bestia a ogni passo va più veloce, sempre più rapida, finché essa lo percuote e lascia il corpo orrendamente sfigurato","La bestia ad ogne passo va più ratto, crescendo sempre, fin ch’ella il percuote, e lascia il corpo vilmente disfatto"
"Lungo l'asse orizzontale e quello verticale della croce si muovevano dei lumi attraverso il raggio di luce che talvolta illumina l'ombra, che la gente si procura per difendersi dal sole con ingegno e arte","Di corno in corno e tra la cima e ‘l basso si movien lumi, scintillando forte nel congiugnersi insieme e nel trapasso: così si veggion qui diritte e torte, veloci e tarde, rinovando vista, le minuzie d’i corpi, lunghe e corte, moversi per lo raggio onde si lista talvolta l’ombra che, per sua difesa, la gente con ingegno e arte acquista"
sconta questa pena colui che sulla Terra ha troppo osato,cotal moneta rende a sodisfar chi è di là troppo oso
E lui a me:,Ed elli a me:
"Se ciò fosse causato solo dalla differente densità, allora in tutti sarebbe presente la medesima virtù, distribuita in misura maggiore, minore o uguale","Se raro e denso ciò facesser tanto, una sola virtù sarebbe in tutti, più e men distributa e altrettanto"
"O luce, o gloria dell'umanità, che fiumi sono questi due che nascono da una stessa sorgente e poi si separano l'uno dall'altro","O luce, o gloria de la gente umana, che acqua è questa che qui si dispiega da un principio e sé da sé lontana"
"Come fa l'onda presso Cariddi, quando si infrange con quella che proviene da Scilla, così quei dannati devono danzare la ridda","Come fa l’onda là sovra Cariddi, che si frange con quella in cui s’intoppa, così convien che qui la gente riddi"
E io:,E io:
"Come lo studioso di geometria, che si ingegna con tutte le sue forze per misurare la circonferenza e non trova, pensando, quell'elemento di cui manca, così ero io davanti a quella visione straordinaria: volevo capire come l'immagine umana si inscrivesse nel cerchio e in che modo si collocasse al suo interno","Qual è ‘l geomètra che tutto s’affige per misurar lo cerchio, e non ritrova, pensando, quel principio ond’elli indige, tal era io a quella vista nova: veder voleva come si convenne l’imago al cerchio e come vi s’indova"
"Maestro, tu che superi tutte le cose tranne i diavoli ostinati che ci uscirono incontro sulla soglia della porta, chi è quel grande che non sembra preoccuparsi dell'incendio e giace sprezzante e torvo, così che la pioggia di fuoco non sembra procurargli dolore","Maestro, tu che vinci tutte le cose, fuor che ’ demon duri ch’a l’intrar de la porta incontra uscinci,  chi è quel grande che non par che curi lo ’ncendio e giace dispettoso e torto, sì che la pioggia non par che ’l marturi"
"Il fuoco eterno che le arroventa all'interno le fa diventare di quel colore, come tu vedi in questo basso Inferno","Il foco etterno ch’entro l’affoca le dimostra rosse, come tu vedi in questo basso inferno"
Quell'azione gli permise di accedere subito alla Cornice,Quest’opera li tolse quei confini
"e vedevo una donna, sulla porta, che diceva con l'atteggiamento dolce di una madre:","e una donna, in su l’entrar, con atto dolce di madre dicer:"
"Voi che ascoltate in queste poesie il suono di quei sospiri con i quali io nutrivo il mio cuore al tempo del mio errore giovanile, quand'ero in parte un uomo diverso da quello che sono adesso, spero di trovare la compassione e il perdono tra coloro che capiscono l'amore perché lo hanno provato, perdono dello stile diseguale nel quale io rifletto piangendo fra la vana speranza e il vano dolore.","Voi ch'ascoltate in rime sparse il suono di quei sospiri ond'io nudriva 'l core in sul mio primo giovenile errore, quand'era in parte altr'uom da quel ch' i' sono, del vario stile in ch'io piango e ragiono, fra le vane speranze e 'l van dolore, ove sia chi per prova intenda amore, spero trovar pietà, non che perdono."
"O mie fratelli, la pace di Dio sia con voi","O frati miei, Dio vi dea pace"
Io andavo pensando,Io gia pensando
"una era rossa, a tal punto che si sarebbe a malapena notata dentro il fuoco",l’una tanto rossa ch’a pena fora dentro al foco nota
"Il principe dei nuovi Farisei, mentre combatteva una guerra vicino al Laterano, e non contro Saraceni o Giudei, poiché ogni suo nemico era cristiano, e nessuno di questi aveva assediato Acri o aveva mercanteggiato nella terra del Soldano","Lo principe d’i novi Farisei, avendo guerra presso a Laterano, e non con Saracin né con Giudei,ché ciascun suo nimico era cristiano, e nessun era stato a vincer Acri né mercatante in terra di Soldano"
quello è un messo celeste che viene a invitarci a salire,messo è che viene ad invitar ch’om saglia
infatti alla giusta domanda devono seguire i fatti e non le parole,ché la dimanda onesta si de’ seguir con l’opera tacendo
non avere disdegno di deporci dove il freddo trasforma in ghiaccio il lago di Cocito,"mettine giù, e non ten vegna schifo, dove Cocito la freddura serra"
Stazio rispose:,Rispuose Stazio:
"Ne uscirà senz'armi, tranne che la lancia del tradimento con cui si batté Giuda, e la userà in modo tale da fare scoppiare la pancia a Firenze","Sanz’arme n’esce esolo con la lancia con la qual giostrò Giuda, e quella ponta sì ch’a Fiorenza fa scoppiar la pancia"
E lui a me:,E quelli a me:
Sarei davvero troppo furbo se procurassi ai miei compagni di pena nuovi tormenti,"Malizioso son io troppo, quand’io procuro a’ mia maggior trestizia"
"E gli animi sono pieni di un'abitudine pessima e antica, nemica sempre della verità, tenterai la tua fortuna tra pochi dall'animo grande ai quali piace il bene.",Proverai tua ventura fra' magnanimi pochi a chi 'l ben piace.
"Per seguirla da fanciulla fuggii dal mondo e vestii il suo abito, promettendo di seguire la regola del suo Ordine","Dal mondo, per seguirla, giovinetta fuggi’mi, e nel suo abito mi chiusi e promisi la via de la sua setta"
"Sono di Firenze e ho sempre appreso ascoltando le vostre opere e i vostri nomi onorevoli, con grande affetto","Di vostra terra sono, e sempre mai l’ovra di voi e li onorati nomi con affezion ritrassi e ascoltai"
"All'inizio di queste parole la danza delle tre luci si arrestò insieme con la dolce mescolanza del loro canto, proprio come tutti i rematori lasciano cadere i remi - con cui prima fendevano l'acqua - al fischio del timoniere, per porre fine alla fatica o evitare un pericolo","A questa voce l’infiammato giro si quietò con esso il dolce mischio che si facea nel suon del trino spiro, sì come, per cessar fatica o rischio, li remi, pria ne l’acqua ripercossi, tutti si posano al sonar d’un fischio"
E io:,E io:
"O vendetta divina, quanto tu devi essere temuta da ogni lettore che apprende ciò che io vidi coi miei occhi","O vendetta di Dio, quanto tu dei esser temuta da ciascun che legge ciò che fu manifesto a li occhi miei"
"Poi, quando il cuore mi restituì la forza vitale nelle membra esterne, vidi la donna che avevo incontrato da sola stare sopra di me, dicendo:","Poi, quando il cor virtù di fuor rendemmi, la donna ch’io avea trovata sola sopra me vidi, e dicea:"
Aspetta quando saranno più vicini a noi: allora pregali in nome di quell'amore che li trascina ed essi verranno,"Vedrai quando saranno più presso a noi, e tu allor li priega per quello amor che i mena, ed ei verranno"
"Ciascuna di esse aveva gli occhi scuri e incavati, e aveva il volto pallido e tanto magro che la pelle aderiva totalmente alle ossa","Ne li occhi era ciascuna oscura e cava, palida ne la faccia, e tanto scema, che da l’ossa la pelle s’informava"
"Se io cambio colore, non stupirti, dal momento che alle mie parole vedrai fare lo stesso a tutti questi beati","Se io mi trascoloro, non ti maravigliar, ché, dicend’io, vedrai trascolorar tutti costoro"
"E dal settimo ordine in giù, proprio come fino ad esso, seguono altre donne ebree, che dividono tutti i petali della rosa","E dal settimo grado in giù, sì come infino ad esso, succedono Ebree, dirimendo del fior tutte le chiome"
"non frenare, ma anzi rafforza ogni tua energia","non stringer, ma rallarga ogne vigore"
"ma l'altra richiede molta arte e ingegno per aprire, perché è quella che scioglie il nodo","ma l’altra vuol troppa d’arte e d’ingegno avanti che diserri, perch’ella è quella che ‘l nodo digroppa"
"ma svelò a papa Innocenzo III la sua severa Regola con atteggiamento regale, e da lui ebbe il primo avallo al suo Ordine","ma regalmente sua dura intenzione ad Innocenzio aperse, e da lui ebbe primo sigillo a sua religione"
"E anche se non fosse più tale, non per questo la sua immagine svanirebbe, perché una ferita non si rimargina, per il fatto che l'arco si è allentato dopo aver lanciato una freccia.","E se non fosse or tale, piaga per allentar d'arco non sana."
come a colui che ascolta e non comprende,come a colui che non intende e ode
"Finalmente sei arrivata, anima malvagia","Or se’ giunta, anima fella"
"Dopo che quelle luci sante, piene di Spirito Santo, si fermarono e tornarono a raffigurare il segno che rese i Romani degni di rispetto al mondo, esso ricominciò:","Poi si quetaro quei lucenti incendi de lo Spirito Santo ancor nel segno che fé i Romani al mondo reverendi, esso ricominciò:"
Non fu chiaro da chi venissero le parole che furono date in risposta a queste dette dal mio maestro,"Le lor parole, che rendero a queste che dette avea colui cu’ io seguiva, non fur da cui venisser manifeste"
e tu cortese che obbedisti subito alle parole autentiche che ti disse,e te cortese ch’ubidisti tosto a le vere parole che ti porse
Sinone disse:,Disse Sinon:
"Tu non perderti d'animo, anche se io sono adirato, poiché io vincerò la prova, qualunque sia la difesa che approntano dentro la città","Tu, perch’io m’adiri, non sbigottir, ch’io vincerò la prova, qual ch’a la difension dentro s’aggiri"
"A dire il vero, erano più o meno curvati a seconda del macigno che avevano sulle spalle",Vero è che più e meno eran contratti secondo ch’avien più e meno a dosso
Qui non ci sono donne di cui fare mercato,qui non son femmine da conio
la dolce luce del sole non colpisce più i suoi occhi,non fiere li occhi suoi lo dolce lume
ognuno cerca quindi di raggiungerlo,per che di giugner lui ciascun contende
così io vidi più facce di beati pronti a parlare,tali vid’io più facce a parlar pronte
"Nell'ora in cui la rondinella, vicino all'alba, comincia il suo triste stridio, forse ricordando i suoi primi dolori, e in cui la nostra mente, distaccata dal corpo e meno presa dai pensieri, fa dei sogni rivelatori, mi sembrava di vedere in sogno un'aquila dalle penne d'oro, che volteggiava in cielo con le ali spiegate e prossima a scendere","Ne l’ora che comincia i tristi lai la rondinella presso a la mattina, forse a memoria de’ suo’ primi guai,e che la mente nostra, peregrina più da la carne e men da’ pensier presa, a le sue vision quasi è divina,in sogno mi parea veder sospesa un’aguglia nel ciel con penne d’oro, con l’ali aperte e a calare intesa"
Con le tue dolci parole mi alletti in tal modo che non posso stare zitto,"Sì col dolce dir m’adeschi, ch’i’ non posso tacere"
"e rese il cielo soprastante gonfio di umidità, tanto che questa si trasformò in pioggia","e ‘l ciel di sopra fece intento,  sì che ‘l pregno aere in acqua si converse"
